name_track,artist_track,uri_track,popularity,danceability
Ninety-Nine And A Half (Won't Do),Creedence Clearwater Revival,spotify:track:7BcohpfU3yL8ORXb4plTQS,50,51
Born On The Bayou,Creedence Clearwater Revival,spotify:track:5bUlFE9dGh7pX93PUEVAue,51,68
Good Golly Miss Molly,Creedence Clearwater Revival,spotify:track:7cYjpak8f7dKmqfFaUXy7F,36,55
Proud Mary,Creedence Clearwater Revival,spotify:track:2EZc13S7YRi6bTS3SKteRN,52,72
Keep On Chooglin',Creedence Clearwater Revival,spotify:track:0ajsuFRsM3KG8TDElL22FQ,35,50
Green River,Creedence Clearwater Revival,spotify:track:11DjZQEZ69EXLo77HVj6yW,69,70
Wrote A Song For Everyone,Creedence Clearwater Revival,spotify:track:07txaZjD9Y9dGUgLpbf0Cr,44,67
Bad Moon Rising,Creedence Clearwater Revival,spotify:track:20OFwXhEXf12DzwXmaV7fj,79,51
Lodi,Creedence Clearwater Revival,spotify:track:1Ay5MiilZj2ZGQLeTWVJ6o,66,77
Sinister Purpose,Creedence Clearwater Revival,spotify:track:5CMJnJKMEjpfG1Aam4eL4M,54,67
Down On The Corner,Creedence Clearwater Revival,spotify:track:2gE95JskwQ1pCACTpGe1Db,74,86
It Came Out Of The Sky,Creedence Clearwater Revival,spotify:track:3bgTFCt5CTfasvpigHAdL0,53,62
Cotton Fields,Creedence Clearwater Revival,spotify:track:3vO2BbrhKNV2PDl276BUIZ,65,58
Fortunate Son,Creedence Clearwater Revival,spotify:track:4BP3uh0hFLFRb5cjsgLqDh,81,64
Midnight Special,Creedence Clearwater Revival,spotify:track:5jRQvcl66ovRTjUwzXziZA,64,76
Ramble Tamble,Creedence Clearwater Revival,spotify:track:47atuTch0AN7NvP9vp42a5,49,35
Travelin' Band,Creedence Clearwater Revival,spotify:track:0INUNNYfsp4qr6kJdY46mY,57,51
Lookin' Out My Back Door,Creedence Clearwater Revival,spotify:track:3RTUfvRgq3pYTf7XY0FIcS,65,74
Run Through The Jungle,Creedence Clearwater Revival,spotify:track:6J0AjzrYsPZrQtw6IjErhy,64,64
Up Around The Bend,Creedence Clearwater Revival,spotify:track:36gPq8WG7tDxrblyGVUCiT,68,59
Who'll Stop The Rain,Creedence Clearwater Revival,spotify:track:3Bh6uInhcVBVvLraGZdkKD,65,60
Long As I Can See The Light,Creedence Clearwater Revival,spotify:track:4Sk6QA0RoRqZ3Hg9TlAX4X,59,71
Changes - 2015 Remaster,David Bowie,spotify:track:0LrwgdLsFaWh9VXIjBRe8t,69,56
Starman - 2012 Remaster,David Bowie,spotify:track:0pQskrTITgmCMyr85tb9qq,76,49
Ziggy Stardust - 2012 Remaster,David Bowie,spotify:track:5IyL3XOaRPpTgxVjRIAxXU,66,52
Suffragette City - 2012 Remaster,David Bowie,spotify:track:3YZa4IzxK2UtEKTvdTgsi8,62,46
The Jean Genie - 2013 Remaster,David Bowie,spotify:track:6uZtMNTfU5u8w6fsnXeOdb,59,58
Rebel Rebel - 2016 Remaster,David Bowie,spotify:track:2EC9IJj7g0mN1Q5VrZkiYY,73,64
Modern Love - 2018 Remaster,David Bowie,spotify:track:3gxEZXUjrNbl3TlSrTGbR5,69,36
Hush,Deep Purple,spotify:track:4aU82r5G2KTUh3HmPHCbM1,53,58
Highway Star,Deep Purple,spotify:track:4gVTozEmzwAUXpwj3jEetX,59,30
Never Before,Deep Purple,spotify:track:3Kq8i3kDLfFdEiZtcZHDDG,31,59
Smoke on the Water,Deep Purple,spotify:track:5SAUIWdZ04OxYfJFDchC7S,64,63
Lazy,Deep Purple,spotify:track:0ZAPlh9j5ixbKfaMFMN0be,42,36
Burn - 2002 Remaster,Deep Purple,spotify:track:5s8IEEjgCTrujK3aUalvfF,45,38
Knocking At Your Back Door,Deep Purple,spotify:track:1VJBQdDrOblSLmoZMeh1xh,54,52
Perfect Strangers,Deep Purple,spotify:track:2JhJOPGvtqMpj5RQC8cIYf,67,52
I Looked Away - 40th Anniversary Version / 2010 Remastered,Derek & The Dominos,spotify:track:0ZNLrkF2WEldsF3e89FuZh,15,50
Bell Bottom Blues - 40th Anniversary Version / 2010 Remastered,Derek & The Dominos,spotify:track:7ouZzOt2Dp1rfHtB9UTdCd,18,40
Anyday - 40th Anniversary Version / 2010 Remastered,Derek & The Dominos,spotify:track:2hu0Dutajw0XGlIEncp9r4,13,19
Little Wing - 40th Anniversary Version / 2010 Remastered,Derek & The Dominos,spotify:track:0dLsIMPbZeuLNmofznoeTs,13,28
Layla - 40th Anniversary Version / 2010 Remastered,Derek & The Dominos,spotify:track:4OcTjNItuEI4wjl9LOPoIm,26,40
Down to the Waterline,Dire Straits,spotify:track:0NnuQYRXNIzncgftfbTV3P,48,62
Sultans of Swing,Dire Straits,spotify:track:6cr6UDpkjEaMQ80OjWqEBQ,67,73
Walk of Life,Dire Straits,spotify:track:423o3ZHIaBtGXyhF1uH41a,63,46
Sunshine Superman,Donovan,spotify:track:4RGxUjaCmVtD30pIhtEi7w,58,63
Listen to the Music,The Doobie Brothers,spotify:track:7Ar4G7Ci11gpt6sfH9Cgz5,76,64
Rockin' Down the Highway,The Doobie Brothers,spotify:track:565hWcHxsYRepQVtIRNYFK,49,58
Mamaloi,The Doobie Brothers,spotify:track:4KBodqMds6gkmRH0vnDjKZ,44,67
Jesus Is Just Alright with Me,The Doobie Brothers,spotify:track:7uJpalQxUi3jrSE7hiCWw8,37,46
White Sun,The Doobie Brothers,spotify:track:1xJLQoKNFFJckvdOMxZeUw,46,31
Long Train Runnin',The Doobie Brothers,spotify:track:4nXkbcTj3nyww1cHkw5RAP,72,57
South City Midnight Lady,The Doobie Brothers,spotify:track:3RfkudPVUehnrpI8zw2D1E,46,58
Black Water,The Doobie Brothers,spotify:track:4p8QcNkaq2FQj8uGJ7HEDK,63,53
Break on Through (To the Other Side),The Doors,spotify:track:6ToM0uwxtPKo9CMpbPGYvM,72,42
Soul Kitchen,The Doors,spotify:track:2Xdc6qyaFBJZ8QW1KhpVci,64,68
The Crystal Ship,The Doors,spotify:track:0gWvVB4bGvADocoPMEDy3K,63,31
Light My Fire,The Doors,spotify:track:5uvosCdMlFdTXhoazkTI5R,71,41
Strange Days,The Doors,spotify:track:4WFVX3E568hdAixIj3U222,53,41
Love Me Two Times,The Doors,spotify:track:67HxeUADW4H3ERfaPW59ma,64,68
People Are Strange,The Doors,spotify:track:1Jmqubf9kGkWeYQXQKImL5,72,70
"Hello, I Love You",The Doors,spotify:track:3bWGaqVeYKMlLss40mPgNn,61,60
Touch Me,The Doors,spotify:track:4BVE5tIIpYabZcYCbephNW,65,42
Roadhouse Blues,The Doors,spotify:track:1Q5kgpp4pmyGqPwNBzkSrw,70,62
Waiting for the Sun,The Doors,spotify:track:6KVM6U9Wcxgjh0jDjoRDgh,54,55
Peace Frog,The Doors,spotify:track:5piJiL6aRhvrKBa9YuEfS9,67,64
Love Her Madly,The Doors,spotify:track:3MFFDRC4wTN9JNGtzXsZlN,65,56
L.A. Woman,The Doors,spotify:track:6DmfWj5kOa1fX8AwN9byOn,66,35
Son of a Preacher Man,Dusty Springfield,spotify:track:7odHgoLFi3GQ90E9PeraI3,63,40
Peaceful Easy Feeling - 2013 Remaster,Eagles,spotify:track:40h65HAR8COEoqkMwUUQHu,71,57
Train Leaves Here This Morning - 2013 Remaster,Eagles,spotify:track:5ro7xAxDVbtabTl8t3MzHz,49,63
Witchy Woman - 2013 Remaster,Eagles,spotify:track:436yrzQWA32vb1sTZKXg9r,61,56
Doolin-Dalton - 2013 Remaster,Eagles,spotify:track:0huHTieLTlluurvasQLB74,51,57
Tequila Sunrise - 2013 Remaster,Eagles,spotify:track:1WYokrkFOb9TFVuTrmxTTt,65,63
Already Gone - 2013 Remaster,Eagles,spotify:track:0CKxrnF9KplS21LTjkkqsW,61,46
Take It to the Limit - 2013 Remaster,Eagles,spotify:track:2cWHN0WK52RGAWHgaDamUA,65,44
New Kid in Town - 2013 Remaster,Eagles,spotify:track:3T0HWZFYwE5iPXTIHJ1MMS,41,65
Victim of Love - 2013 Remaster,Eagles,spotify:track:3BEiRBngeY5wWC1uaNYJYi,30,58
Those Shoes - 2013 Remaster,Eagles,spotify:track:13TrgZ4RqtjXd8w9wAuwxE,50,62
Seven Bridges Road - Live; 1999 Remaster,Eagles,spotify:track:1osAmhnIT0rtuqLZ1IliBQ,58,36
Friday On My Mind,The Easybeats,spotify:track:2CT08rpgdut8qQs7IAzMGi,60,37
Sorry,The Easybeats,spotify:track:1N7VlZoWl5EIa3XG2nK1tO,38,54
Can't Get It out of My Head,Electric Light Orchestra,spotify:track:1f94GhohgeVq9SNwyFI691,52,23
Strange Magic,Electric Light Orchestra,spotify:track:7fyWwRWsyYs6Wl7CT7O1DP,43,31
Tightrope,Electric Light Orchestra,spotify:track:2IKd8ozOHYuVqrYJ0tqghP,44,44
Telephone Line,Electric Light Orchestra,spotify:track:3SPcBPzvbmWLl8NU5efx4W,62,47
So Fine,Electric Light Orchestra,spotify:track:1Qw1f7gBQkAc1tAlROyVgs,40,54
Livin' Thing,Electric Light Orchestra,spotify:track:2hdNya0b6Cc2YJ8IyaQIWp,70,55
Do Ya,Electric Light Orchestra,spotify:track:0NN32Knbyo4gM1DKY9rdzg,58,49
Turn to Stone,Electric Light Orchestra,spotify:track:1Pd1h30mgU05QkWYhgFzwt,63,55
Mr. Blue Sky,Electric Light Orchestra,spotify:track:2RlgNHKcydI9sayD2Df2xp,81,39
Sweet Is the Night,Electric Light Orchestra,spotify:track:6thc4tJvKl8lTKs1cmoyA2,43,35
Sweet Talkin' Woman,Electric Light Orchestra,spotify:track:0xAhbD6lCf5re1RXl5yiTm,63,61
Don't Bring Me Down,Electric Light Orchestra,spotify:track:72ahyckBJfTigJCFCviVN7,73,64
Hold On Tight,Electric Light Orchestra,spotify:track:6yBbmHFTxihIDFAerzDMGi,59,44
Showdown,Electric Light Orchestra,spotify:track:5xAZDlzqvI1wflhB4mzYoz,50,72
Don't Play That Song,Aretha Franklin,spotify:track:4M1zcX803dgkDkISHZDPYi,51,51
Your Song,Elton John,spotify:track:38zsOOcu31XbbYj9BIPUF1,79,55
Border Song,Elton John,spotify:track:3gSoNTSGedgEAdaVfTPTnM,36,44
Levon,Elton John,spotify:track:0aJfFLl0grcQS7euiIp0ni,56,30
Tiny Dancer,Elton John,spotify:track:2TVxnKdb3tqe1nhQWwwZCO,78,41
Daniel,Elton John,spotify:track:1BvJmtaXsqtH438BcDPeBb,67,69
Funeral For A Friend / Love Lies Bleeding - Remastered 2014,Elton John,spotify:track:3JNgpaqUdpozbCnbPOMqPQ,0,40
Goodbye Yellow Brick Road - Remastered 2014,Elton John,spotify:track:6Rvlwah55rEmg1ufhBz022,0,56
The Bitch Is Back,Elton John,spotify:track:40tnCfx2mTtHozyaRDcYC5,59,59
Philadelphia Freedom,Elton John,spotify:track:2hl9ONQ7YGgZGYx0OSHvIq,58,71
After Midnight,Eric Clapton,spotify:track:27mdmXNcO0gNpXlrWi9DPZ,48,62
Easy Now,Eric Clapton,spotify:track:4kWQQ9GajWygRUn3Vm3AGH,22,51
Blues Power,Eric Clapton,spotify:track:5631mk9iLBe2y6adelMpcF,30,53
Let It Rain,Eric Clapton,spotify:track:6iNFe16r5xPX9ltRdSZXmx,27,43
Motherless Children,Eric Clapton,spotify:track:1v0PatOEeF1g1fVRNlmw9k,38,56
Let It Grow,Eric Clapton,spotify:track:5UlG3lpb5THZeoCGttMA4o,27,42
Wonderful Tonight,Eric Clapton,spotify:track:6zC0mpGYwbNTpk9SKwh08f,76,57
Lay Down Sally,Eric Clapton,spotify:track:6io0LJIP9ntX35hTfaxwQG,62,69
She's Waiting - 1999 Remaster,Eric Clapton,spotify:track:4pZ6mxFGCEGOa9YWrj4IEn,34,69
Forever Man - 1999 Remaster,Eric Clapton,spotify:track:6d4uxTsF44xXW6KWnp5pJh,43,65
It's in the Way That You Use It - 1999 Remaster,Eric Clapton,spotify:track:62SlFLFoxkP2rnAIHxV9n1,51,53
Pretending,Eric Clapton,spotify:track:2cu4KvdykqkUOUsHu3NiTD,40,60
Before You Accuse Me,Eric Clapton,spotify:track:4hmzXn5PlyspAkeT7RSEAV,43,69
Ooh La La,Faces,spotify:track:4lJ6YVXQ0jUk5ILu0PSrA4,71,60
Stay with Me,Faces,spotify:track:7fLTytvnvxy653VWxflTRf,67,46
Signs,Five Man Electrical Band,spotify:track:5KWXi2eCYsC6ofIILjvG4V,54,45
Homework,Fleetwood Mac,spotify:track:0ugS70M5jIYNWLaMKX1ESV,0,58
Need Your Love so Bad,Fleetwood Mac,spotify:track:5kAmVEKmsztVbt4Mi22171,0,42
Black Magic Woman - 2018 Remaster,Fleetwood Mac,spotify:track:7rea8oiI7zkZI5dbigK06f,0,46
The World Keep on Turning,Fleetwood Mac,spotify:track:5T6oEvnj0EZgkEq9bV4clI,0,74
I Loved Another Woman,Fleetwood Mac,spotify:track:1vPOt7hpjQ9sg1Y1u5fmIY,0,75
Coming Your Way - 2013 Remaster,Fleetwood Mac,spotify:track:4ZC6OO6P6mE3AtgZZhHECZ,30,56
Rattlesnake Shake - 2013 Remaster,Fleetwood Mac,spotify:track:0xSvfXYyDqQ3sncpGveHbg,28,58
Before The Beginning - 2013 Remaster,Fleetwood Mac,spotify:track:3SU05kY7F4VuSCzvZ0CtE7,26,44
Oh Well (Pt. 1) - 2013 Remaster,Fleetwood Mac,spotify:track:728qmkeOQFjbqq9lhwqFZA,30,47
The Green Manalishi (With the Two Prong Crown) - 2013 Remaster,Fleetwood Mac,spotify:track:3ewHrol22L7bKiI0zAIbdX,40,54
Jewel Eyed Judy - 2018 Remaster,Fleetwood Mac,spotify:track:57jPG8TAQGEZCxLraVWdEV,41,54
No Place to Go,Fleetwood Mac,spotify:track:2SDdwRprpaY6IXVjYbF0CX,0,68
Fool for the City - 2016 Remaster,Foghat,spotify:track:6jyvgy90nOtbIeUPBLGUpP,37,48
My Babe - 2016 Remaster,Foghat,spotify:track:1S8HnFNww3VsukO0ODVzss,34,42
Slow Ride - 2016 Remaster,Foghat,spotify:track:3OccwXSaM4pZ4CiRkaqKX7,43,44
Terraplane Blues - 2016 Remaster,Foghat,spotify:track:3KjR2LgupNv5ewyBjURKPV,23,49
Take It or Leave It - 2016 Remaster,Foghat,spotify:track:2djeZQKv2pHAbVzhcIigVB,19,72
Cold as Ice,Foreigner,spotify:track:7vidktgNZFQylTgH1GEnMs,70,56
Starrider,Foreigner,spotify:track:7Kd39FdvG56h2Nz2I9aY3E,39,39
Headkknocker,Foreigner,spotify:track:6sKjRVMucQywTWKSyxdOrE,35,61
"Long, Long Way from Home",Foreigner,spotify:track:21D0muOMLK4P0jrsAYKLij,49,62
Hot Blooded,Foreigner,spotify:track:6xMHglHoafdDFGXS6qfwSH,64,70
"Blue Morning, Blue Day",Foreigner,spotify:track:4qVhRdxvVdlPn3D0i0UFt2,47,65
Double Vision,Foreigner,spotify:track:0fsj3HxzBHev6EJ7OLFE3r,56,68
Juke Box Hero,Foreigner,spotify:track:00qOE7OjRl0BpYiCiweZB2,70,36
Break It Up,Foreigner,spotify:track:3i2Ddy4a0rNnGQY60pZdYp,44,62
Urgent,Foreigner,spotify:track:08onVqQ8YicJ98Ycm1qoLf,62,86
Say You Will,Foreigner,spotify:track:5nW7RbN0mBLPts9CURNwdy,54,72
Fire And Water,Free,spotify:track:08af8sPewDMOWJqymJ9QQn,24,62
All Right Now,Free,spotify:track:2i029PLP9lCpL6UEGFltAO,22,77
Broad Daylight,Free,spotify:track:1GJzDleDACQkAwWcorBJps,7,49
Wishing Well,Free,spotify:track:3h9UMW4m6r2odSGFJoUq9a,16,48
Come Together In The Morning,Free,spotify:track:2lbstuDGVVWJtRpy25AvJi,13,42
Heartbreaker,Free,spotify:track:0K1FZa8iXDTkxaQzsN8utu,15,43
Worry,Free,spotify:track:0d7avVzizzAeby0ZwOhg9b,7,40
The Hunter,Free,spotify:track:3ntmEiLTdsURrq2hRPNHGB,7,37
My Brother Jake,Free,spotify:track:0L6NSRfUEZPbRcvaRa9JCo,43,69
My Sweet Lord - Remastered 2014,George Harrison,spotify:track:0qdQUeKVyevrbKhAo0ibxS,76,54
Awaiting On You All - Remastered 2014,George Harrison,spotify:track:2VXjgueoSOIxAEswR3uRsp,44,24
What Is Life - Remastered 2014,George Harrison,spotify:track:76TpWFiK5YCgw1hy26DWZp,67,47
Keep Your Hands to Yourself,The Georgia Satellites,spotify:track:5tORtBzHUAnNrIw5Ql3kHZ,65,58
Radar Love,Golden Earring,spotify:track:20aASiwfsbiLlaJxLiC0PQ,57,50
Twilight Zone,Golden Earring,spotify:track:5DPpbYqJi4OfgnV8fz1JsQ,54,67
Time Machine,Grand Funk Railroad,spotify:track:0nDoWlJuMZQ3XfA70L2Loy,30,64
Closer To Home (I'm Your Captain) - Remastered,Grand Funk Railroad,spotify:track:168aH14F9ef3ymWlk9vWHp,37,30
Shinin' On - Remastered 2002,Grand Funk Railroad,spotify:track:7fOclWmW04VUpP8kPx0rwY,23,49
We're An American Band - Remastered 2002,Grand Funk Railroad,spotify:track:3XcjIvaZVUFAIdIYZqY9bd,65,64
Walk Like A Man (You Can Call Me Your Man) - Remastered 2002,Grand Funk Railroad,spotify:track:0gRiVUZhN7AErXjiJnCqPX,29,55
Some Kind Of Wonderful,Grand Funk Railroad,spotify:track:6LnjelBSl5xYpdfhfFTJbX,51,85
Heartbreaker,Grand Funk Railroad,spotify:track:1H28BobfKOhI3odo2ZIWY0,36,29
Inside Looking Out,Grand Funk Railroad,spotify:track:0o1yHJ8lKG3SjvJjzA33qM,29,46
Let's Live For Today - Uncensored Version,The Grass Roots,spotify:track:13naVlUPkynJEEQLbFj5qQ,27,59
Midnight Confessions - Single Version,The Grass Roots,spotify:track:7LaKHdyjgGTqgK2YgDgRRP,23,69
Bella Linda - Single Version,The Grass Roots,spotify:track:6f3yWPdwBYPIG4aOeFDjas,16,52
Baby Hold On,The Grass Roots,spotify:track:0OfexgI9Q6nceceLZDpWrN,15,66
Temptation Eyes - Original Recording,The Grass Roots,spotify:track:4CzdkbrESZc8mebCx3ATk1,21,56
Uncle John's Band - 2013 Remaster,Grateful Dead,spotify:track:0kp728Knw5PYvU3QzMZ0yJ,55,70
Cumberland Blues - 2013 Remaster,Grateful Dead,spotify:track:2op5szd2IY8bOPzumqmFY3,46,68
Casey Jones - 2013 Remaster,Grateful Dead,spotify:track:7LbfuQVct78YoghmoPtsQ8,61,67
Sugar Magnolia - 2013 Remaster,Grateful Dead,spotify:track:2EB1aFLWC4uIfld5Z3Yj1z,52,60
Ripple - 2013 Remaster,Grateful Dead,spotify:track:1OE5l6sedVcIFELMuxQOPI,59,60
Truckin' - 2013 Remaster,Grateful Dead,spotify:track:1I6l01BaBgBCVkfQCpIlR6,58,64
Tennessee Jed - 2001 Remaster,Grateful Dead,spotify:track:1ae0SQx8MpBXo6QsmrpsEj,49,60
The Break Up Song,The Greg Kihn Band,spotify:track:36dH28TepFKh4RelMfRj05,54,67
These Eyes,The Guess Who,spotify:track:5lEyMg4GNKnMbaarvT4sRd,60,56
Share the Land,The Guess Who,spotify:track:51krF0CyHT5AEuh81K0t0z,48,44
Hand Me Down World - Single Version,The Guess Who,spotify:track:5WOJuP8YyDD7TSeL5miBDt,35,43
No Sugar Tonight / New Mother Nature,The Guess Who,spotify:track:3beYmUcaXJZiSZMPbsMI7p,58,51
American Woman,The Guess Who,spotify:track:3LQPTJEqOfljGBxmpgUnoC,64,55
No Time,The Guess Who,spotify:track:29HbvYjzl95cYA4wGIhFCd,51,48
Shakin' All Over,The Guess Who,spotify:track:2jX4y8iUPtrAan4gzzKi7h,0,65
Long Cool Woman (In a Black Dress) - 1999 Remaster,The Hollies,spotify:track:5UwbnHhjnbinJH8TefuQfN,66,76
Bus Stop,The Hollies,spotify:track:3Jw2A9SC8zhntx4ON9VabX,48,60
Nobody But Me,The Human Beinz,spotify:track:4QkvD53COA5qLA7rQ1Pa7D,61,57
Days of the Broken Arrows,The Idle Race,spotify:track:7ja7aQuGPAxk9jW4hlOTfI,14,47
Doctor My Eyes,Jackson Browne,spotify:track:3QcuZo6WLcFkqqLmDs0d95,67,48
The Pretender,Jackson Browne,spotify:track:7Gr61S9VTm8fcYfAo4Fd9g,56,62
Running on Empty - 2018 Remaster,Jackson Browne,spotify:track:2GOO9UKA3Z1tTBSF6KUcZb,39,51
Funk #48,James Gang,spotify:track:14R4uuf0SMjNmfLfHvMLZJ,49,67
Fred,James Gang,spotify:track:4A8UkCBeEPhpd4hEljOsnV,22,30
Funk #49,James Gang,spotify:track:5h6SovHOYpIMlAkafxcbq3,61,65
The Bomber A: Closet Queen B: Bolero C: Cast Your Fate To The Wind - Medley,James Gang,spotify:track:7Gq4o3qwY5kTdwNwyQ4lLu,51,24
Walk Away,James Gang,spotify:track:65aeHyw8GdHFwmEvdSns21,62,60
White Rabbit,Jefferson Airplane,spotify:track:4vpeKl0vMGdAXpZiQB2Dtd,72,55
Somebody to Love,Jefferson Airplane,spotify:track:4uGIJG1jYFonGc4LGp5uQL,70,50
Volunteers - Remastered,Jefferson Airplane,spotify:track:7pTL00cPeIGhvVNlq5qP0k,41,50
Aqualung,Jethro Tull,spotify:track:5UuikgHTxSRFRnC0zXx10i,63,48
Cross-Eyed Mary,Jethro Tull,spotify:track:6MBZyLisOWTChcevgFqwVr,53,57
Hymn 43,Jethro Tull,spotify:track:2it4DH8fqcCkSTCmqY5gzk,46,49
Locomotive Breath,Jethro Tull,spotify:track:0MYNeFsKpzBHwrJGfWZysV,60,68
Teacher - US Stereo; 2013 Mix,Jethro Tull,spotify:track:702GtEFUUw9Bb07V4Aq2PC,17,68
Living in the Past - 2001 Remaster,Jethro Tull,spotify:track:0J68chnuV43Utj9QHLWkbK,28,69
Bungle in the Jungle - 2002 Remaster,Jethro Tull,spotify:track:1IQAsCKoXsEJ7tdI0dxTqT,48,62
"Bad, Bad Leroy Brown",Jim Croce,spotify:track:7qFg0joTjCiYOvzrt9nNtg,0,66
Operator (That's Not The Way It Feels),Jim Croce,spotify:track:4v51rv7iRmKL2c0AgeAHDr,0,68
I Got A Name - Stereo Version,Jim Croce,spotify:track:01kskHAdUp2lAsZIz4WtyM,0,56
Jungle,Jimi Hendrix,spotify:track:4f5nUYzeUioPwNbz2mGx5S,56,50
Purple Haze,Jimi Hendrix,spotify:track:0wJoRiX5K5BxlqZTolB2LD,71,53
Manic Depression,Jimi Hendrix,spotify:track:3f5JtAsGRIXN8pSAeTi6vA,52,36
Hey Joe,Jimi Hendrix,spotify:track:0NWPxcsf5vdjdiFUI8NgkP,70,35
Love Or Confusion,Jimi Hendrix,spotify:track:46omDVahYovje7GLtFKFz9,42,26
May This Be Love,Jimi Hendrix,spotify:track:1Y6Dv0tWYUP3Za2Es9FUL2,50,54
I Don't Live Today,Jimi Hendrix,spotify:track:4oGRZ3J9o56fPaL96y2NEH,41,35
The Wind Cries Mary,Jimi Hendrix,spotify:track:5H6Jp0syB5yEPk7SWYdlmk,63,50
Fire,Jimi Hendrix,spotify:track:5LI7PoHEolR8plrf3I16sq,60,48
Foxey Lady,Jimi Hendrix,spotify:track:23MrkN7g6Q5U7GLIxNHN1B,61,51
Are You Experienced?,Jimi Hendrix,spotify:track:02POyqtbrdmYQ3RxsTrYMD,45,40
Stone Free,Jimi Hendrix,spotify:track:2TKtQAy9VKwq3Kh234uE85,47,53
Can You See Me,Jimi Hendrix,spotify:track:41j3QgPNvLSoWBucJuInCZ,38,57
Remember,Jimi Hendrix,spotify:track:5jC8uR4L35LBJufeDmOmtk,39,74
Spanish Castle Magic,Jimi Hendrix,spotify:track:2KFE98Iw0X23sf4vJYcbLH,53,40
Little Wing,Jimi Hendrix,spotify:track:1Eolhana7nKHYpcYpdVcT5,71,52
Castles Made of Sand,Jimi Hendrix,spotify:track:3qebSLgUwaEqbwCM5sj5Kh,62,46
One Rainy Wish,Jimi Hendrix,spotify:track:5Zyv0v4rPcrXjkaeImuodv,56,32
Bold as Love,Jimi Hendrix,spotify:track:0uco0wQkB909zpPlHvu5Cc,57,35
Killing Floor - BBC Sessions,Jimi Hendrix,spotify:track:6QGuHNrLxYE1EANqiKNRiB,29,36
Crosstown Traffic,Jimi Hendrix,spotify:track:1ntxpzIUbSsizvuAy6lTYY,63,49
Come On (Let the Good Times Roll),Jimi Hendrix,spotify:track:0KqHJXm4Z42fELkW83ZW0r,50,41
Gypsy Eyes,Jimi Hendrix,spotify:track:1DfWmv1eJU1a9tuGpqKGFP,50,60
Burning of the Midnight Lamp,Jimi Hendrix,spotify:track:36SULeBeglappJysOY6WzQ,45,33
House Burning Down,Jimi Hendrix,spotify:track:6p5RohbRLDSjeERMZ90hMg,41,43
All Along the Watchtower,Jimi Hendrix,spotify:track:2aoo2jlRnM3A0NyLQqMN2f,77,44
Voodoo Child (Slight Return),Jimi Hendrix,spotify:track:2AxCeJ6PSsBYiTckM0HLY7,68,21
The Letter - Live At The Fillmore East/1970,Joe Cocker,spotify:track:5RbTzIWVX3XHNNePyho4wg,22,46
Delta Lady,Joe Cocker,spotify:track:0gHjMu0zgdBA0GcaA6B6x0,37,49
Feelin' Alright,Joe Cocker,spotify:track:0Jl5bIEve3A4axcjY3EgDZ,62,54
With A Little Help From My Friends,Joe Cocker,spotify:track:0YZ3J8xzGwLOg4yEgST1YK,67,31
Rocky Mountain Way,Joe Walsh,spotify:track:2XHjFJVXYlEzoDvN82h8s5,63,49
Life's Been Good,Joe Walsh,spotify:track:2wvMC5EyaaYQwBfiwwY2xE,67,50
A Life of Illusion,Joe Walsh,spotify:track:19P4fwkPhE6yVAXApFWDoF,62,69
Imagine - Remastered 2010,John Lennon,spotify:track:7pKfPomDEeI4TPT6EOYjn9,76,55
Mind Games - Remastered 2010,John Lennon,spotify:track:3QmUhaY5KZiOuaUH8H71LG,58,41
Out The Blue - Remastered 2010,John Lennon,spotify:track:2gVfoOOLlCPOYIQZFIwb97,43,51
All Your Love - Mono,John Mayall & The Bluesbreakers,spotify:track:6jKcmgac1pj1iaqBPsF3rF,34,28
Parchman Farm - Mono,John Mayall & The Bluesbreakers,spotify:track:6vFvzMHeP35rm3bONraUQZ,28,59
Ramblin' On My Mind - Mono,John Mayall & The Bluesbreakers,spotify:track:5ah6Etv38v3ZsE0iyZMdTq,33,75
The Super-Natural,John Mayall & The Bluesbreakers,spotify:track:5WralwF47zqlIgIzxYburB,34,23
Sunshine (Go Away Today),Jonathan Edwards,spotify:track:3Xd39NB1rifow2RDNVgSFp,61,70
Shanty,Jonathan Edwards,spotify:track:0ls8fZkcTcw4po3Ne0En2V,53,56
Hell Bent for Leather,Judas Priest,spotify:track:5hflg0cgTYWiwtPFoDx4g7,41,31
The Green Manalishi (With the Two Pronged Crown),Judas Priest,spotify:track:7vix78VAZBiWLLHPoTnYdy,38,55
Diamonds and Rust - Live,Judas Priest,spotify:track:0hypGpDa6OyImCldWJ7P8K,36,27
Breaking the Law,Judas Priest,spotify:track:2RaA6kIcvomt77qlIgGhCT,72,36
Living After Midnight,Judas Priest,spotify:track:0IXpUl1fn2QZcBavfuq0H4,64,61
Metal Gods,Judas Priest,spotify:track:0VFfZVCFNe1I2IIChVBR5m,51,58
Heading Out to the Highway,Judas Priest,spotify:track:7sicPw7V9SYJl3Zjme9i4p,52,44
Bloodstone,Judas Priest,spotify:track:58lfoeetDBMpFHdobo0AGi,37,40
Electric Eye,Judas Priest,spotify:track:3w9zHVKI28aUPZTxq8oDC6,61,44
You've Got Another Thing Coming,Judas Priest,spotify:track:4f3RDq9nYPBeR1yMSgnmBm,67,52
Freewheel Burning - Remastered,Judas Priest,spotify:track:4SJIO2WVlsiaWRJ2TfkBWI,38,34
