name_track,artist_track,uri_track,popularity,tempo,genres,urlImage
Red Eyes,The War On Drugs,spotify:track:0rUIff1QHd5zlOBtlHVqd9,64,162,"indie rock, philly indie",https://i.scdn.co/image/ab67616d00004851f34338e9270f9c0561cf4c7e
An End Has a Start,Editors,spotify:track:5jth1c4wa4BythOzap3qOU,53,150,"alternative dance, britpop, indie rock, modern rock, rock",https://i.scdn.co/image/ab67616d000048513c0bb0a9ad6a2d81f268b22f
Thunderstruck,AC/DC,spotify:track:57bgtoPSgt236HzfBOd8kj,83,134,"australian rock, hard rock, rock",https://i.scdn.co/image/ab67616d000048518399047ff71200928f5b6508
Kryptonite,3 Doors Down,spotify:track:6ZOBP3NvffbU4SZcrnt1k6,79,99,"alternative metal, nu metal, pop rock, post-grunge",https://i.scdn.co/image/ab67616d000048512868c4713a3912fd476b42f1
Better Man,Pearl Jam,spotify:track:2B98ljvzqpCVgt5reTHq28,66,126,"alternative rock, grunge, permanent wave, rock",https://i.scdn.co/image/ab67616d00004851f0f6b8bc425633e6ed6369c4
Lonely Boy,The Black Keys,spotify:track:5G1sTBGbZT5o4PNRc75RKI,72,166,"alternative rock, blues rock, garage rock, modern blues rock, modern rock, punk blues, rock, roots rock",https://i.scdn.co/image/ab67616d000048516a21b97de47168df4f0c1993
Angel Of Death,Slayer,spotify:track:5ohfpKB5tt275f4Y4lQ9F7,59,105,"atl trap, vapor trap",https://i.scdn.co/image/ab67616d000048511530f31c8d4197777b70ee5d
Seven Nation Army,The White Stripes,spotify:track:3dPQuX8Gs42Y7b454ybpMR,83,124,"alternative rock, blues rock, detroit rock, garage rock, modern blues rock, modern rock, permanent wave, punk blues, rock",https://i.scdn.co/image/ab67616d00004851a69f71a8794e2d867a52f98f
Demagogue,Urban Dance Squad,spotify:track:4O8QZyTl48JLo93cdFWLlN,37,95,"dutch indie, dutch rock, funk metal, funk rock, laboratorio, old school nederhop, rap rock",https://i.scdn.co/image/ab67616d00004851807f6a4fe96c9695d1b844d3
Wet Dream,Wet Leg,spotify:track:260Ub1Yuj4CobdISTOBvM9,70,130,indie rock,https://i.scdn.co/image/ab67616d00004851ea1126a33b0fb88e79915262
Sonne,Rammstein,spotify:track:3gVhsZtseYtY1fMuyYq06F,75,75,"alternative metal, german metal, industrial, industrial metal, industrial rock, neue deutsche harte",https://i.scdn.co/image/ab67616d000048518b2c42026277efc3e058855b
New Gold Dream (81/82/83/84) - Remastered 2002,Simple Minds,spotify:track:4hvrLEqMHWR4troGbku7ZV,47,123,"art rock, dance rock, mellow gold, new romantic, new wave, new wave pop, rock, scottish new wave, soft rock, synthpop",https://i.scdn.co/image/ab67616d000048519bb82a861e3041679e1910f3
R U Mine?,Arctic Monkeys,spotify:track:2AT8iROs4FQueDv2c8q2KE,82,97,"garage rock, modern rock, permanent wave, rock, sheffield indie",https://i.scdn.co/image/ab67616d000048514ae1c4c5c45aabe565499163
Heart-Shaped Box,Nirvana,spotify:track:11LmqTE2naFULdEP94AUBa,78,203,"grunge, permanent wave, rock",https://i.scdn.co/image/ab67616d00004851aca059cebc1841277db22d1c
Starman - 2012 Remaster,David Bowie,spotify:track:0pQskrTITgmCMyr85tb9qq,76,100,"classic rock, glam rock, rock",https://i.scdn.co/image/ab67616d00004851c41f4e1133b0e6c5fcf58680
Little Sister,Queens of the Stone Age,spotify:track:1rzYrkxgRuLLJDqWdB32pK,62,161,"alternative metal, alternative rock, blues rock, modern rock, nu metal, palm desert scene, rock, stoner metal, stoner rock",https://i.scdn.co/image/ab67616d0000485190cd89ddbbd2034ee1f20b5c
All I Need (feat. Beth Hirsch),Air,spotify:track:6T10XPeC9X5xEaD6tMcK6M,62,94,"atl hip hop, dance pop, hip hop, pop, pop rap, rap, southern hip hop",https://i.scdn.co/image/ab67616d000048511036fcd9b08c3fe598ef2883
Epic,Faith No More,spotify:track:4ReyTz0y3TGkX48wO3Llot,67,174,"alternative metal, alternative rock, funk metal, funk rock, hard rock, nu metal, rap metal, rap rock, rock",https://i.scdn.co/image/ab67616d00004851e081ef6de656ee714788ea0d
Who’s Gonna Be The GOAT?,De Staat,spotify:track:34qmoG81oSV8lk0AX00mQC,39,103,"dutch indie, dutch indie rock, dutch rock",https://i.scdn.co/image/ab67616d00004851f6c1ff4417844ee23af58a1f
Somebody Told Me,The Killers,spotify:track:6PwjJ58I4t7Mae9xfZ9l9v,77,138,"alternative rock, dance rock, permanent wave, rock",https://i.scdn.co/image/ab67616d00004851ccdddd46119a4ff53eaf1f5d
Sorry,Nothing But Thieves,spotify:track:6rAXHPd18PZ6W8m9EectzH,61,128,"alternative pop rock, modern alternative rock, modern rock, rock",https://i.scdn.co/image/ab67616d0000485103598d18d77ffb1c9c250574
Lords of the Boards,Guano Apes,spotify:track:54Kox6D5c5JNW9ujt3hcOW,55,104,"alternative metal, funk metal, funk rock, german alternative rock, german rock, nu metal, rap rock",https://i.scdn.co/image/ab67616d0000485190de79652ab78e4954dd7a8f
How Soon Is Now? - 2011 Remaster,The Smiths,spotify:track:1YrnDTqvcnUKxAIeXyaEmU,70,191,"madchester, new wave, permanent wave, rock, uk post-punk",https://i.scdn.co/image/ab67616d00004851786b44c75ebf915866523f5b
Walk,Foo Fighters,spotify:track:76Je5Wklky23mVoxiRszcN,69,137,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock",https://i.scdn.co/image/ab67616d00004851cdac19bbaee5cc123edcc26f
Smack My Bitch Up,The Prodigy,spotify:track:48vDCZIRmrFO33fH4QU4ij,62,136,"big beat, breakbeat, dance rock, hardcore techno, rave",https://i.scdn.co/image/ab67616d00004851fa0b74121608a007af87a3fe
Kashmir - Remaster,Led Zeppelin,spotify:track:6Vjk8MNXpQpi0F4BefdTyq,70,81,"album rock, classic rock, hard rock, rock",https://i.scdn.co/image/ab67616d00004851765b0617b572bdd1dbdc7d8e
Society,Eddie Vedder,spotify:track:3bHhUEOTIbezeZ856R0BX5,67,162,"alternative metal, alternative rock, grunge, modern rock, nu metal, pop rock, post-grunge, rock",https://i.scdn.co/image/ab67616d000048513ed52339ae78ac1b695e8d80
Ice Queen,Within Temptation,spotify:track:140cSu65JC8smYw53nPP0q,51,93,"alternative metal, metalcore, screamo, trancecore, uk metalcore",https://i.scdn.co/image/ab67616d00004851d01321d93e0a3a796ed6eea9
Under the Bridge,Red Hot Chili Peppers,spotify:track:3d9DChrdc6BOeFsbrZ3Is0,81,85,"alternative rock, funk metal, funk rock, permanent wave",https://i.scdn.co/image/ab67616d00004851153d79816d853f2694b2cc70
Death,White Lies,spotify:track:3oqBOAsqRMKUHc8MGx4o72,56,135,kentucky hip hop,https://i.scdn.co/image/ab67616d0000485132fc28e3e988cd9911429b88
Hysteria,Muse,spotify:track:7xyYsOvq5Ec3P4fr6mM9fD,72,93,"puerto rican pop, trap latino",https://i.scdn.co/image/ab67616d000048518cb690f962092fd44bbe2bf4
Blue Monday '88,New Order,spotify:track:31MOjWj3CT3dCQsMV2b8Wu,65,130,"alternative rock, art rock, dance rock, madchester, new romantic, new wave, new wave pop, permanent wave, pop rock, post-punk, rock, synthpop, uk post-punk",https://i.scdn.co/image/ab67616d00004851c621e025f32cc28a1ec86e3b
Pneuma,TOOL,spotify:track:03sEzk1VyrUZSgyhoQR0LZ,63,114,"atl hip hop, hip hop, melodic rap, pop rap, rap, southern hip hop, trap",https://i.scdn.co/image/ab67616d0000485126e6b6f666ef40b6b8365e3e
1979 - Remastered 2012,The Smashing Pumpkins,spotify:track:5QLHGv0DfpeXLNFo7SFEy1,76,127,"alternative metal, alternative rock, grunge, permanent wave, pop rock, rock, spacegrunge",https://i.scdn.co/image/ab67616d00004851431ac6e6f393acf475730ec6
Wish You Were Here,Pink Floyd,spotify:track:1HzDhHApjdjXPLHF6GGYhu,68,121,"album rock, art rock, classic rock, progressive rock, psychedelic rock, rock, symphonic rock",https://i.scdn.co/image/ab67616d00004851b3ca136e83344321ebd3de01
Bubbles,Biffy Clyro,spotify:track:05lBXOMA1uHpVPEQZyjoh3,57,147,"modern rock, rock, scottish rock",https://i.scdn.co/image/ab67616d00004851377169f345863de4ceb5d41f
Bullet In The Head,Rage Against The Machine,spotify:track:1WWgMk8nD79p8VeKFGYrOw,57,163,"alternative metal, alternative rock, conscious hip hop, funk metal, nu metal, political hip hop, rap metal, rap rock, rock",https://i.scdn.co/image/ab67616d000048517676c7bf4e667590e496c2a3
Everything For Free,K's Choice,spotify:track:7nj5fybmwgF34wSvnRXYPE,36,183,"alternative pop, belgian rock, dutch rock, lilith",https://i.scdn.co/image/ab67616d00004851b4bffb542ffd650bfea71228
The Last Man on Earth,Wolf Alice,spotify:track:6z6Nd3M3D38XJMnkEC0GZh,54,146,"indie rock, modern alternative rock, modern rock, rock",https://i.scdn.co/image/ab67616d00004851e11f1ac4d5dce1bc5fec6703
Be Yourself,Audioslave,spotify:track:3zwmW1gM4E8FlHXV5nE16u,70,117,"alternative metal, alternative rock, nu metal, permanent wave, post-grunge, rock, supergroup",https://i.scdn.co/image/ab67616d0000485107301dd5fedf5ad64cde4882
The Drugs Don't Work,The Verve,spotify:track:15kLz0zNFdtsaJdXKSGmTU,63,77,"alternative rock, britpop, permanent wave, pop rock, rock, shoegaze",https://i.scdn.co/image/ab67616d00004851c038b03e66fb6de76a5b3904
Broken,The Haunted Youth,spotify:track:6DwLqcQciZV7uLCseJK60j,46,154,belgian indie,https://i.scdn.co/image/ab67616d0000485154e35430aa7023af3f195625
The Unforgiven,Metallica,spotify:track:4aYLAF6ckQ5ooGGGM7sWAa,73,139,"hard rock, metal, old school thrash, rock, thrash metal",https://i.scdn.co/image/ab67616d00004851cf84c5b276431b473e924802
Feel Good Inc.,Gorillaz,spotify:track:0d28khcov6AiegSCpG5TuT,83,139,alternative hip hop,https://i.scdn.co/image/ab67616d0000485119d85a472f328a6ed9b704cf
Glory Box,Portishead,spotify:track:3Ty7OTBNSigGEpeW2PqcsC,70,120,"dark pop, electronica, laboratorio, trip hop",https://i.scdn.co/image/ab67616d00004851dc20397b139223620af148f6
Sugar,Editors,spotify:track:2az3iTNyJ1M1JJnsU2Gq6H,51,84,"alternative dance, britpop, indie rock, modern rock, rock",https://i.scdn.co/image/ab67616d000048514fbe7fdee81b25d929e30fd9
Uninvited,Alanis Morissette,spotify:track:7c1iI6dwdCpHGYT8DGEfab,57,127,"canadian pop, canadian singer-songwriter, pop rock, singer-songwriter",https://i.scdn.co/image/ab67616d00004851d00e49003543a5bb5aa5b873
Drunken Lullabies,Flogging Molly,spotify:track:7caiyAewYYoWu5rZZgQWgn,61,156,"celtic punk, celtic rock, comic, punk, skate punk",https://i.scdn.co/image/ab67616d0000485120195c851e88b96e21181de4
Unfinished Sympathy - 2012 Mix/Master,Massive Attack,spotify:track:0j5FJJOmmnXPd0XajFWkMF,64,114,"downtempo, electronica, trip hop",https://i.scdn.co/image/ab67616d00004851af5beb00d940f5ede452d6b5
Back In Black,AC/DC,spotify:track:08mG3Y1vljYA6bvDt4Wqkj,83,188,"australian rock, hard rock, rock",https://i.scdn.co/image/ab67616d000048510b51f8d91f3a21e8426361ae
Thinking of a Place,The War On Drugs,spotify:track:4Sd5tbNP4q8wS64abqwfkN,57,103,"indie rock, philly indie",https://i.scdn.co/image/ab67616d000048511cf9827de8b8dbc2fbc16f65
Hard Sun,Eddie Vedder,spotify:track:0fzCtVM9D5UEwiLqcY8Ouq,63,143,"alternative metal, alternative rock, grunge, modern rock, nu metal, pop rock, post-grunge, rock",https://i.scdn.co/image/ab67616d000048513ed52339ae78ac1b695e8d80
Run to the Hills - 2015 Remaster,Iron Maiden,spotify:track:4Zc7TCHzuNwL0AFBlyLdyr,71,174,"hard rock, metal, nwobhm, rock",https://i.scdn.co/image/ab67616d000048515c29a88ba5341ca428f0c322
bad guy,Billie Eilish,spotify:track:2Fxmhks0bxGSBdJ92vM42m,83,135,indie hip hop,https://i.scdn.co/image/ab67616d0000485150a3147b4edd7701a876c6ce
American Idiot,Green Day,spotify:track:6nTiIhLmQ3FWhvrGafw2zj,78,186,"permanent wave, punk",https://i.scdn.co/image/ab67616d0000485108a1b1e0674086d3f1995e1b
"Every You, Every Me",Placebo,spotify:track:5S3K25NtSmKRZWbM4WN8IW,65,133,reggaeton mexicano,https://i.scdn.co/image/ab67616d000048511e5e1aca0280bcedf00be7ec
Riders on the Storm,The Doors,spotify:track:14XWXWv5FoCbFzLksawpEe,72,104,"acid rock, classic rock, psychedelic rock, rock",https://i.scdn.co/image/ab67616d0000485120783882533e669760741df2
Everything Now,Arcade Fire,spotify:track:7KsZHCfOitA5V9oQYVdltG,61,116,"baroque pop, canadian indie, indie rock, modern rock, permanent wave, quebec indie, rock",https://i.scdn.co/image/ab67616d00004851a36d123f9906888d0af2aed8
Numb,Linkin Park,spotify:track:2nLtzopw4rPReszdYBJU6h,83,110,"alternative metal, nu metal, post-grunge, rap metal",https://i.scdn.co/image/ab67616d00004851b4ad7ebaf4575f120eb3f193
Linger,The Cranberries,spotify:track:0gEyKnHvgkrkBM6fbeHdwK,75,95,"irish rock, pop rock",https://i.scdn.co/image/ab67616d00004851f6325f361d7803ad0d908451
Bro Hymn - 2005 Remaster,Pennywise,spotify:track:1ybhXkz4S8k9fdBZNBan7L,59,98,"emo rap, pop rap, sad rap",https://i.scdn.co/image/ab67616d00004851a9435f8b2d7bf5ea2ff8a9ab
Jubilee Street,Nick Cave & The Bad Seeds,spotify:track:2Td1JUmfzxBsIRC8CeEeFM,41,82,"permanent wave, singer-songwriter",https://i.scdn.co/image/ab67616d0000485166b8b79b007539650a4c3dd9
Last Resort,Papa Roach,spotify:track:5W8YXBz9MTIDyrpYaCg2Ky,79,91,"alternative metal, nu metal, rap metal, rap rock",https://i.scdn.co/image/ab67616d00004851985bf5ede2fe4a048ee85f28
Multicolor,Son Mieux,spotify:track:2ExdbieQffMXpY7ygN2YN9,66,115,"big room, deep tropical house, edm, electro house, pop dance, pop edm, progressive electro house, tropical house",https://i.scdn.co/image/ab67616d000048512f153316c9dcce738cb8510f
Self Esteem,The Offspring,spotify:track:1FkoVC85Ds3mFoK0fVqEqP,76,105,"alternative metal, permanent wave, punk, rock, skate punk, socal pop punk",https://i.scdn.co/image/ab67616d000048510158cbde70672dd821972907
Fortunate Son,Creedence Clearwater Revival,spotify:track:4BP3uh0hFLFRb5cjsgLqDh,81,133,"classic rock, country rock, rock, southern rock, swamp rock",https://i.scdn.co/image/ab67616d000048519f39192f9f8ca1c90847b3e5
Boilermaker,Royal Blood,spotify:track:27BEATf1JFhKDmwJdpGVSk,56,95,"ccm, christian pop",https://i.scdn.co/image/ab67616d00004851712b9c0f9a8d380e26a95c1c
Oceans,JOHAN,spotify:track:2VziKJAujssyNpsPAhBjb1,35,140,"indie pop, pop",https://i.scdn.co/image/ab67616d0000485187ac1e094ce7680c34008833
Learn to Fly,Foo Fighters,spotify:track:5OQsiBsky2k2kDKy2bX2eT,76,136,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock",https://i.scdn.co/image/ab67616d000048511759635c92b6314d3d3c9fe9
Silent Lucidity - Remastered 2003,Queensrÿche,spotify:track:6OSyCAmXT4Gkd3OQ2aPOaF,62,140,"album rock, glam metal, hard rock, metal, progressive metal, rock, us power metal",https://i.scdn.co/image/ab67616d00004851eeb8caa4fee70e9f8ec15d3b
Spoonman,Soundgarden,spotify:track:1jMaB19DiVR8OihLSuYFOt,67,93,"alternative metal, alternative rock, grunge, hard rock, nu metal, rock",https://i.scdn.co/image/ab67616d000048515124ed45a94033830b320500
When The Sun Goes Down,Arctic Monkeys,spotify:track:2zzLRQ78kKfPTx8FJQCdC2,74,169,"garage rock, modern rock, permanent wave, rock, sheffield indie",https://i.scdn.co/image/ab67616d000048516b3fa88bdd4af566fbbf2bbf
The Killing Moon,Echo & the Bunnymen,spotify:track:35E2eKIEXXnP5q9L51iOAk,60,124,"alternative rock, art rock, dream pop, new romantic, new wave, new wave pop, permanent wave, pop rock, post-punk, punk, rock",https://i.scdn.co/image/ab67616d0000485192a84c02e896fcad44c70351
Still Counting,Volbeat,spotify:track:7nsO4eXkY7DvrWbjYUDLJS,71,104,"alternative metal, danish metal, danish rock, nu metal",https://i.scdn.co/image/ab67616d00004851a4f0f45e94c1a6ff37b76f26
Run,Snow Patrol,spotify:track:6kesIBNAY17BoAz28pnWMC,64,75,"irish rock, neo mellow, permanent wave, pop rock, rock",https://i.scdn.co/image/ab67616d000048513da246ae81087859a89fe42a
Rearviewmirror - Remastered,Pearl Jam,spotify:track:5XtyytAig4m3HkO2XXaL9l,57,159,"alternative rock, grunge, permanent wave, rock",https://i.scdn.co/image/ab67616d00004851777344aba9d5b5785b4593a5
Hedonism (Just Because You Feel Good),Skunk Anansie,spotify:track:2qRZm3cGCUPK40j3g0G5cN,63,81,british alternative rock,https://i.scdn.co/image/ab67616d00004851ce0aba43c6cb48d8517d26df
I Sat by the Ocean,Queens of the Stone Age,spotify:track:1D3YGmST01Ba0WRiT7THPG,64,117,"alternative metal, alternative rock, blues rock, modern rock, nu metal, palm desert scene, rock, stoner metal, stoner rock",https://i.scdn.co/image/ab67616d00004851eee7c041844e45dd76469fa0
Where Is My Mind? - Remastered,Pixies,spotify:track:7wCmS9TTVUcIhRalDYFgPy,78,81,"alternative rock, boston rock, modern rock, permanent wave, rock",https://i.scdn.co/image/ab67616d00004851626ad9bb7d5f84c59652b161
My Immortal,Evanescence,spotify:track:4UzVcXufOhGUwF56HT7b8M,73,79,alternative metal,https://i.scdn.co/image/ab67616d0000485125f49ab23f0ec6332efef432
Won’t Stand Down,Muse,spotify:track:6Wi8Byfq6xH0lEkqZbOZg9,63,105,"puerto rican pop, trap latino",https://i.scdn.co/image/ab67616d0000485142c90d53e8c596285e8f59ff
9 Crimes,Damien Rice,spotify:track:5GZEeowhvSieFDiR8fQ2im,60,136,"irish rock, irish singer-songwriter, neo mellow, singer-songwriter",https://i.scdn.co/image/ab67616d00004851822529ba4d82fad5467fb378
Pride (In The Name Of Love) - Remastered 2009,U2,spotify:track:65E62rOSbm7SZbAMYjNTJq,68,106,"irish rock, permanent wave, rock",https://i.scdn.co/image/ab67616d0000485177df2aceaf90f06a20b56b14
Engel,Rammstein,spotify:track:0xrkyEMkG4dVa5OMLQZOX8,69,96,"alternative metal, german metal, industrial, industrial metal, industrial rock, neue deutsche harte",https://i.scdn.co/image/ab67616d00004851a715d32590424cd667879ba3
Strong,London Grammar,spotify:track:6k1I9gABiasGZiWWAosAEb,60,152,"edm, house, pop, uk dance",https://i.scdn.co/image/ab67616d000048518e411f06d11a04c99df55247
Taillights Fade,Buffalo Tom,spotify:track:563DsQH9eRURJ0GUZIi2fI,34,85,"alternative pop, alternative rock, boston rock, power pop",https://i.scdn.co/image/ab67616d0000485110f2cbd91c1a728673879862
Aerials,System Of A Down,spotify:track:4e9eGQYsOiBcftrWXwsVco,77,79,"alternative metal, nu metal, rap metal",https://i.scdn.co/image/ab67616d0000485130d45198d0c9e8841f9a9578
The Chain - 2004 Remaster,Fleetwood Mac,spotify:track:5e9TFTbltYBg2xThimr0rU,79,152,"album rock, classic rock, rock, soft rock, yacht rock",https://i.scdn.co/image/ab67616d00004851e52a59a28efa4773dd2bfe1b
Shine A Light,Paolo Nutini,spotify:track:2TKbUrwgNWfZ7shMZqvfZC,51,129,"british soul, neo mellow, scottish singer-songwriter",https://i.scdn.co/image/ab67616d000048510a11a329a7d7e10b5c972e25
Lightning Crashes,Live,spotify:track:5vVmnv4EN3X2VBa5Fo3UFM,55,93,drift phonk,https://i.scdn.co/image/ab67616d00004851cf4c914bea5aba3e3066595a
Woman,Wolfmother,spotify:track:2pcwmk8c1pTYwX0COSVX52,60,151,"alternative rock, australian psych, garage rock, modern alternative rock, modern blues rock, modern rock, rock",https://i.scdn.co/image/ab67616d00004851335534788cbc39cfd23ee993
The River,Bruce Springsteen,spotify:track:7HrzErXq3TsKOY1gmdIShB,65,117,"classic rock, heartland rock, mellow gold, permanent wave, rock, singer-songwriter",https://i.scdn.co/image/ab67616d000048510e987064364e2b62ae1925b4
I Don't Live Here Anymore (feat. Lucius),The War On Drugs,spotify:track:5Uou8idst1XJc0F6MRAk5S,59,110,"indie rock, philly indie",https://i.scdn.co/image/ab67616d00004851a76b94318060d0e4927a5d77
If You Tolerate This Your Children Will Be Next,Manic Street Preachers,spotify:track:2VmyLy2HQlkevZYboXHM5O,60,128,"alternative rock, britpop, modern rock, permanent wave, pop rock, rock, welsh rock",https://i.scdn.co/image/ab67616d00004851326f28b8d0099329cecb01c8
Evil,Interpol,spotify:track:6zPOdhLim2vbcLo0rfjDjq,53,129,"alternative rock, indie rock, modern rock, rock",https://i.scdn.co/image/ab67616d000048512038ee593182f927f6920027
Rockin' in the Free World,Neil Young,spotify:track:1gp5GlIHJysAgiOGbhoRS1,55,132,"baroque pop, cincinnati indie",https://i.scdn.co/image/ab67616d000048519131de6628d9f1f3511097ec
Everything Zen - Remastered,Bush,spotify:track:5l2DXYLyBVZWhdpgqa3a9k,49,134,"alternative metal, alternative rock, grunge, modern rock, nu metal, pop rock, post-grunge, rap rock, rock",https://i.scdn.co/image/ab67616d000048511581237e4d580feafaed6bc0
King - Live At Madison Square Garden,Florence + The Machine,spotify:track:3bM3144R6ZYAskDY50NTQQ,48,106,"baroque pop, pop, uk alternative pop",https://i.scdn.co/image/ab67616d0000485120bdd2559b75be3f3fb498b8
Boulevard of Broken Dreams,Green Day,spotify:track:1hwJKpe0BPUsq6UUrwBWTw,73,167,"permanent wave, punk",https://i.scdn.co/image/ab67616d0000485197e3ca5aecb464f021c601d5
Forty Six & 2,TOOL,spotify:track:6AioOohg4bQZFA4jIYQQ2r,67,159,"atl hip hop, hip hop, melodic rap, pop rap, rap, southern hip hop, trap",https://i.scdn.co/image/ab67616d00004851dce45359981d62e087a29e6f
Nightswimming,R.E.M.,spotify:track:6G0NzOx2jEPFsSmhr9N8Ys,62,114,"dance pop, pop",https://i.scdn.co/image/ab67616d00004851ace3e7aae0b7c78bbe1c4f35
Highway Tune,Greta Van Fleet,spotify:track:7aOor99o8NNLZYElOXlBG1,70,124,"modern blues rock, modern hard rock, rock",https://i.scdn.co/image/ab67616d0000485157b7f789d328c205b4d15893
Rebellion (Lies),Arcade Fire,spotify:track:0xOeB16JDbBJBJKSdHbElT,62,127,"baroque pop, canadian indie, indie rock, modern rock, permanent wave, quebec indie, rock",https://i.scdn.co/image/ab67616d000048517870762a58313ad6f981d664
Nookie,Limp Bizkit,spotify:track:1TEZWG1FdjzDdercCguTwj,68,98,"alternative metal, funk metal, nu metal, rap metal",https://i.scdn.co/image/ab67616d000048513783782de74f61e36795bf9c
