name_track,artist_track,uri_track,popularity,tempo,genres,urlImage
Crucify - 2015 Remaster,Tori Amos,spotify:track:6DVySQASssOCxJOyWMY1jW,47,83,"dark pop, ectofolk, lilith, melancholia, new wave pop, permanent wave, piano rock, pop rock, singer-songwriter",https://i.scdn.co/image/ab67616d00004851f2f65c08a66e03c69cbc0081
Everybody's Fool,Evanescence,spotify:track:0tWEB6BxbI48XN79QE1JbT,66,95,alternative metal,https://i.scdn.co/image/ab67616d0000485125f49ab23f0ec6332efef432
Hard To Handle,The Black Crowes,spotify:track:05NYcsjJwOYq4jIiKPVj9p,71,104,"album rock, blues rock, classic rock, hard rock, jam band, pop rock, rock, southern rock",https://i.scdn.co/image/ab67616d00004851a4d2cb95d3ea17f773db23ee
Is There A Ghost,Band of Horses,spotify:track:7fgOmdonXZap1Kuz7hs3O1,54,136,"indie rock, modern rock, stomp and holler",https://i.scdn.co/image/ab67616d000048512b87b0858c3bbf5261698326
boy,The Killers,spotify:track:647edhqmOQEAe91WYCScKW,45,128,"alternative rock, dance rock, permanent wave, rock",https://i.scdn.co/image/ab67616d000048519832793c53fbbfbb4d402fcf
Time is Running Out,Muse,spotify:track:2takcwOaAZWiXQijPHIx7B,68,118,"puerto rican pop, trap latino",https://i.scdn.co/image/ab67616d000048518cb690f962092fd44bbe2bf4
Waltz #2 (XO),Elliott Smith,spotify:track:5AMrnF761nziCWUfjBgRUI,59,132,"alternative rock, indie rock, melancholia, pop rock, rock, singer-songwriter",https://i.scdn.co/image/ab67616d00004851cdf1be0ff556d169eade4368
Anarchy In The UK,Sex Pistols,spotify:track:5moTxUGPZXgGmosl4rIELm,61,134,"punk, rock",https://i.scdn.co/image/ab67616d00004851b691fa29c123b5fc4bc5d469
Mr. E's Beautiful Blues,Eels,spotify:track:2TVTvVuYZ7ZFonjMI3bKKe,58,114,"alternative rock, melancholia, pop rock",https://i.scdn.co/image/ab67616d0000485180579a1e5c9be082c2696bbc
Wolves of Winter,Biffy Clyro,spotify:track:3n4r9HS59J2Utzr9wHbte4,49,110,"modern rock, rock, scottish rock",https://i.scdn.co/image/ab67616d000048513a572055f232572477ea17ec
Just A Girl,No Doubt,spotify:track:5lWRaa0fBxDE5yU91npPq7,69,108,"alternative rock, dance pop, dance rock, permanent wave, pop rock",https://i.scdn.co/image/ab67616d000048516ebd5e789646a833b8f7d4ba
Lonely Day,System Of A Down,spotify:track:4xBHZ2Mr0gCdFYXrPZuYXO,64,113,"alternative metal, nu metal, rap metal",https://i.scdn.co/image/ab67616d00004851a2982eadad9b21912ed6c2e8
All Apologies,Nirvana,spotify:track:1Ic9pKxGSJGM0LKeqf6lGe,71,113,"grunge, permanent wave, rock",https://i.scdn.co/image/ab67616d00004851c4f52ef8782f0e8ede4c1aaf
1992,Son Mieux,spotify:track:6TgCPLRIpavLK1vRA6tCvv,46,110,"big room, deep tropical house, edm, electro house, pop dance, pop edm, progressive electro house, tropical house",https://i.scdn.co/image/ab67616d00004851b47d67ae42ac6a117bacff95
Sjonnie & Anita,Heideroosjes,spotify:track:4EMB7yZm0V0Q2XOcjLrQET,30,123,"dutch punk, dutch punk rock, dutch rock",https://i.scdn.co/image/ab67616d00004851ab5436dc5184e3998bf798e7
Keep Your Head Up,Ben Howard,spotify:track:5fpEDGQX0Ah3utGnFYulQZ,65,79,"british singer-songwriter, folk-pop, indie folk, neo mellow, stomp and holler",https://i.scdn.co/image/ab67616d0000485125d10f813fd1114b2bb9e39a
Can I Play with Madness - 2015 Remaster,Iron Maiden,spotify:track:5YBRbCkuzxkxA3e5BfetdI,57,141,"hard rock, metal, nwobhm, rock",https://i.scdn.co/image/ab67616d000048511d7e954fb2f8b98a4cea3eca
Lazarus,Porcupine Tree,spotify:track:0OtXJQBLb7wPXL2XyN2cFW,52,172,"alternative metal, art rock, progressive metal, progressive rock, symphonic rock",https://i.scdn.co/image/ab67616d00004851c6d4bd61f23b5a6a183a648b
Whatever - Remastered,Oasis,spotify:track:5OWsea313ovaQoXvsgWq79,58,91,"beatlesque, britpop, madchester, permanent wave, pop rock, rock",https://i.scdn.co/image/ab67616d00004851d86a1e021e7acc7c07c7d668
Politik,Coldplay,spotify:track:0u35Dpz37TY2M2j20RUdMf,66,171,"permanent wave, pop",https://i.scdn.co/image/ab67616d00004851de09e02aa7febf30b7c02d82
Shadowplay - 2007 Remaster,Joy Division,spotify:track:4ZuC5MfGjRQs3pZtPxqMYP,58,145,"alternative rock, art rock, madchester, new wave, post-punk, rock, uk post-punk",https://i.scdn.co/image/ab67616d0000485116eb1e685e6bd37ab3228de6
In Too Deep,Sum 41,spotify:track:1HNE2PX70ztbEl6MLxrpNL,74,116,"canadian pop punk, canadian punk, punk",https://i.scdn.co/image/ab67616d000048519a482180e6a306229bff49dc
Last Goodbye,Jeff Buckley,spotify:track:0y5CnV2idm2KkQEudDjfDT,58,87,"art rock, melancholia, permanent wave, rock, singer-songwriter",https://i.scdn.co/image/ab67616d000048516a760642a56847027428cb61
My Girlfriend's Girlfriend,Type O Negative,spotify:track:3yubyWatnRRLHkIsN1ZI2Q,53,114,"alternative metal, gothic metal, industrial metal, industrial rock, metal, nu metal, rock",https://i.scdn.co/image/ab67616d00004851704dd95c3ea01a719da5d5d4
My Mistakes Were Made For You,The Last Shadow Puppets,spotify:track:15gkmegUbWk1FcRPjX8gq1,60,98,"baroque pop, indie rock, modern rock, rock, sheffield indie",https://i.scdn.co/image/ab67616d0000485156e4e3118af9dec4a5670a33
Man On The Moon,R.E.M.,spotify:track:4jLv3tDBu8ww2R07DvL12s,67,119,"dance pop, pop",https://i.scdn.co/image/ab67616d00004851ace3e7aae0b7c78bbe1c4f35
Karma Climb,Editors,spotify:track:68butMBtpX9o7DlTnpVH0h,49,140,"alternative dance, britpop, indie rock, modern rock, rock",https://i.scdn.co/image/ab67616d000048519240dc801cbe78e9a053d531
Teenagers,My Chemical Romance,spotify:track:7j31rVgGX9Q2blT92VBEA0,80,112,"emo, pop punk",https://i.scdn.co/image/ab67616d0000485117f77fab7e8f18d5f9fee4a1
Voodoo Child (Slight Return),Jimi Hendrix,spotify:track:2AxCeJ6PSsBYiTckM0HLY7,67,176,"acid rock, album rock, blues rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",https://i.scdn.co/image/ab67616d00004851522088789d49e216d9818292
Bring The Noise,Anthrax,spotify:track:1p50Ir1Hm6Sa1urjaLGi7L,54,121,"album rock, alternative metal, hard rock, metal, nu metal, old school thrash, rap metal, rock, speed metal, thrash metal",https://i.scdn.co/image/ab67616d00004851ba9ef4eca97b597b7fb5df5d
It Ain't Easy,DeWolff,spotify:track:0sWfdO70PRIzqpX2swtFNy,41,187,"dutch americana, dutch blues, dutch indie, dutch rock",https://i.scdn.co/image/ab67616d000048512626e031a9fb7b5fe4bef4b7
Road Trippin',Red Hot Chili Peppers,spotify:track:1XxCiPw07rd1ytYnE7SoJI,60,204,"alternative rock, funk metal, funk rock, permanent wave",https://i.scdn.co/image/ab67616d0000485194d08ab63e57b0cae74e8595
Love Rears Its Ugly Head,Living Colour,spotify:track:5huSgTVqBdIJTFhpShJfcg,48,156,"alternative metal, alternative rock, funk metal, funk rock, hard rock, rap rock, rock",https://i.scdn.co/image/ab67616d000048513a32e114334fcdefc5c9a1db
Until It Sleeps,Metallica,spotify:track:2Iv4HSoMX2fDeXFcOJWyWX,60,113,"hard rock, metal, old school thrash, rock, thrash metal",https://i.scdn.co/image/ab67616d00004851d691ec833eb067d9a9e4ded7
Jerry Was A Race Car Driver,Primus,spotify:track:19C0LKY3DCcQtuviPJNy5d,58,123,"alternative metal, alternative rock, comic, funk metal, funk rock, nu metal, rap rock, rock",https://i.scdn.co/image/ab67616d000048515058bc348ce35fb97ab2be98
Scooby Snacks,Fun Lovin' Criminals,spotify:track:7I8KtOFPNmC2ZsiNPCwoS8,55,105,"electronica, rap rock",https://i.scdn.co/image/ab67616d000048516db763df6dd05206313f50bd
the man himself,Gang of Youths,spotify:track:1raMBVL22gtSqLcCzvTOG9,36,155,"australian indie, modern rock",https://i.scdn.co/image/ab67616d0000485141892ebb6904966e6610fb16
My Generation,Limp Bizkit,spotify:track:6holGuk1jKHTdWyWBOZi8l,67,104,"alternative metal, funk metal, nu metal, rap metal",https://i.scdn.co/image/ab67616d000048514a31b146c7cf07705d912efe
Gay Bar,Electric Six,spotify:track:7G5xEOORkAAUhx6wjTRb26,53,172,"alternative rock, dance-punk, garage rock",https://i.scdn.co/image/ab67616d000048510576987d052770df2036c341
Salva Mea,Faithless,spotify:track:1JgENpetslBO78Q6eqKk8n,39,128,"alternative metal, modern rock, screamo",https://i.scdn.co/image/ab67616d000048510098425520027a88ac8196b9
If I Get High,Nothing But Thieves,spotify:track:3O2pB9JHreUZ9F83qSNmu8,54,140,"alternative pop rock, modern alternative rock, modern rock, rock",https://i.scdn.co/image/ab67616d000048517571e6c18e54208596b9fc62
(Don't Fear) The Reaper,Blue Öyster Cult,spotify:track:5QTxFnGygVM4jFQiBovmRo,77,141,"album rock, blues rock, classic rock, hard rock, metal, rock",https://i.scdn.co/image/ab67616d000048513ac318439ae56ce048d7bf5d
Everything's Electric,Liam Gallagher,spotify:track:0HzZB3Z6gIk3VOlS5WjT49,55,166,"britpop, britpop revival, modern rock, rock, solo wave",https://i.scdn.co/image/ab67616d00004851e36376a9c9d5b63ab8893476
Come Out and Play,The Offspring,spotify:track:5JJDu0Z5DKe7mR31MGksSg,71,158,"alternative metal, permanent wave, punk, rock, skate punk, socal pop punk",https://i.scdn.co/image/ab67616d000048510158cbde70672dd821972907
Roads,Portishead,spotify:track:2sW8fmnISifQTRgnRrQTYW,62,76,"dark pop, electronica, laboratorio, trip hop",https://i.scdn.co/image/ab67616d00004851dc20397b139223620af148f6
Sex on Fire,Kings of Leon,spotify:track:0ntQJM78wzOLVeCUAW7Y45,81,153,"modern rock, rock",https://i.scdn.co/image/ab67616d000048512519d01c0cca06f134eeadd8
There’d Better Be A Mirrorball,Arctic Monkeys,spotify:track:0yowbJnnbTLpr99f9l1uba,73,72,"garage rock, modern rock, permanent wave, rock, sheffield indie",https://i.scdn.co/image/ab67616d0000485122ad6386462b75d7371aefae
Come Together - Remastered 2009,The Beatles,spotify:track:2EqlS6tkEnglzr7tkKAAYD,76,165,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",https://i.scdn.co/image/ab67616d00004851dc30583ba717007b00cceb25
Heart In a Cage,The Strokes,spotify:track:3mYCd23hPxJW5okSvMoy3x,62,140,"alternative rock, garage rock, modern rock, permanent wave, rock",https://i.scdn.co/image/ab67616d000048516898a982ff3c6049ba52586c
The Freshmen,The Verve Pipe,spotify:track:21jEuMn2lf37715rwjow2M,61,100,"pop rock, post-grunge",https://i.scdn.co/image/ab67616d000048513744b2ac418a362d4dc816b3
Somewhere I Belong,Linkin Park,spotify:track:3fjmSxt0PskST13CSdBUFx,72,162,"alternative metal, nu metal, post-grunge, rap metal",https://i.scdn.co/image/ab67616d0000485189a8fab8bf8cd2b77da1fd17
Walk This World,Heather Nova,spotify:track:3b5YS3p3LYyAoRyImkySu1,37,172,"lilith, new wave pop, pop rock, singer-songwriter",https://i.scdn.co/image/ab67616d000048515707ea2b8d2f643f96da1666
Voor Ik Vergeet,Spinvis,spotify:track:5lQozZo5ESEJ1g2cWjetba,37,212,"dutch indie, dutch rock",https://i.scdn.co/image/ab67616d00004851c65c64ab793f4bb3ae4940e8
Tom Boy,Bettie Serveert,spotify:track:1wjR1EEJ83EALtfloxUtWc,18,102,"alternative pop, dutch indie, dutch indie rock, dutch rock",https://i.scdn.co/image/ab67616d000048519239d80da8e00d88b996d554
Long Road To Ruin,Foo Fighters,spotify:track:0bORa4VpL8NzyMXEI6UFGK,58,147,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock",https://i.scdn.co/image/ab67616d0000485183e260c313dc1ff1f17909cf
Virtual Insanity - Remastered,Jamiroquai,spotify:track:2hNaljpWGHzwcIvkPIHMk7,68,92,dance pop,https://i.scdn.co/image/ab67616d000048511eccab770c074d1a087ef6ab
Haven't Been Doing So Well,Frank Turner,spotify:track:0MfZURmmGTIobgW6YPTZiY,43,82,"acoustic rock, folk punk",https://i.scdn.co/image/ab67616d000048515b3c5dc24f1764c18476a042
October - Remastered 2008,U2,spotify:track:1UlQqRd3NoMYUI29v6DFb5,48,173,"irish rock, permanent wave, rock",https://i.scdn.co/image/ab67616d000048511a2cc6238cb69e8eb063480d
Ignorance,Paramore,spotify:track:5ZdrNnYV5VZWds4WXKf8kf,61,171,"candy pop, pixie, pop emo, pop punk",https://i.scdn.co/image/ab67616d00004851b9abbedc516dd297039977bd
Mary Jane's Last Dance,Tom Petty and the Heartbreakers,spotify:track:3dmqIB2Qxe2XZobw9gXxJ6,72,170,"album rock, classic rock, folk rock, heartland rock, mellow gold, pop rock, rock, singer-songwriter, soft rock",https://i.scdn.co/image/ab67616d000048510c3a1b46b6b846dfdfbc6a7d
Lazy Eye,Silversun Pickups,spotify:track:1aDLUzCyYpRXgrjwUWzV2X,64,127,"alternative metal, alternative rock, indie rock, la indie, modern rock, rock",https://i.scdn.co/image/ab67616d000048519caa0b7bb4d3966f6fb2a266
Under the Milky Way,The Church,spotify:track:1RCtHLyq1xIbgGMrYRrKJ2,60,136,"gospel, naija worship",https://i.scdn.co/image/ab67616d000048514b75b4c598bbf7c852d3b3fe
Howlin' for You,The Black Keys,spotify:track:4yffABDkB5A9flvr9vQFck,65,133,"alternative rock, blues rock, garage rock, modern blues rock, modern rock, punk blues, rock, roots rock",https://i.scdn.co/image/ab67616d00004851995cafb297bbedb4795bc673
Join Me - Razorblade Mix,HIM,spotify:track:5fV4Y8X5c4sIHouyq7E5gA,48,114,"indie pop rap, oakland hip hop, pop, pop rap, rap",https://i.scdn.co/image/ab67616d00004851336430eacdd2fefdeb1e978e
Night Boat To Cairo - 2009 - Remaster,Madness,spotify:track:1m1PWQeZcDBmFsLCJ5qSdn,51,157,"modern rock, permanent wave, rock",https://i.scdn.co/image/ab67616d00004851a5e976a943814bb5840251cc
Here's The Thing,Sports Team,spotify:track:08WlCqv58b7ivVAHcOygTp,45,86,"english indie rock, indie rock, modern alternative rock, modern rock",https://i.scdn.co/image/ab67616d00004851900c62778835cdca24dd26d0
Bother,Stone Sour,spotify:track:0AfIsqZ4gTUg9CwwW2jLeK,62,90,"alternative metal, nu metal, post-grunge, rap rock, rock",https://i.scdn.co/image/ab67616d00004851d2b113d2a75b3168ed9675e3
Drain You,Nirvana,spotify:track:0bTLGlCqwZXwJGWGE2Dywg,60,133,"grunge, permanent wave, rock",https://i.scdn.co/image/ab67616d00004851fbc71c99f9c1296c56dd51b6
Dancing at the Doors of Heaven,Son Mieux,spotify:track:73CdRUuFnbydcJg9UngxKP,45,133,"big room, deep tropical house, edm, electro house, pop dance, pop edm, progressive electro house, tropical house",https://i.scdn.co/image/ab67616d00004851b47d67ae42ac6a117bacff95
Are You Gonna Go My Way,Lenny Kravitz,spotify:track:45Ia1U4KtIjAPPU7Wv1Sea,74,129,"permanent wave, pop rock, rock",https://i.scdn.co/image/ab67616d00004851542d87e4d1512bf7facb3860
Everyday I Love You Less And Less,Kaiser Chiefs,spotify:track:5dvBeCMTzUNjyWIcuykzyh,59,160,"alternative rock, modern rock, rock",https://i.scdn.co/image/ab67616d00004851ff04d490d9d10ea687f38f36
Can't Change Me,Chris Cornell,spotify:track:5dsYVdaWnWIRm419kNBbag,46,163,"alternative metal, alternative rock, grunge, pop rock, rock",https://i.scdn.co/image/ab67616d00004851bd74dc1cdeeb5c4b57945cab
Jumpsuit,Twenty One Pilots,spotify:track:1E1uGhNdBe6Dddbgs2KqtZ,67,127,"modern rock, rock",https://i.scdn.co/image/ab67616d00004851768828c6867cd0472fc84e4d
Such a Shame,Talk Talk,spotify:track:4BixGe6AcqJU2etTzeh2cN,57,112,,https://i.scdn.co/image/ab67616d0000485188def4b3b8a11c36abecbe45
Are You In?,Incubus,spotify:track:1MvJno497VkQR3RsiJcRVm,59,94,"alternative metal, alternative rock, funk metal, funk rock, nu metal, pop rock, post-grunge, rock",https://i.scdn.co/image/ab67616d00004851289320ef78f164a472698926
Walking in My Shoes,Depeche Mode,spotify:track:2Y7ndoyiIm0IaFJa13gV3H,54,93,"dance rock, new romantic, new wave, permanent wave, synthpop",https://i.scdn.co/image/ab67616d00004851029fe2605ca0c2edd929658f
The Way You Used To Do,Queens of the Stone Age,spotify:track:52LL3IFB8N3PaJmoZ8Xii1,62,98,"alternative metal, alternative rock, blues rock, modern rock, nu metal, palm desert scene, rock, stoner metal, stoner rock",https://i.scdn.co/image/ab67616d0000485189401ba9a9c231e2add35ae8
Fascination Street - Remastered,The Cure,spotify:track:2wanmHGKh4DFoOd04Klvuv,52,100,"art pop, dance pop, pop",https://i.scdn.co/image/ab67616d00004851ee8b603d6c666ba428daac30
Dreams,The Cranberries,spotify:track:4JGKZS7h4Qa16gOU3oNETV,74,129,"irish rock, pop rock",https://i.scdn.co/image/ab67616d00004851f6325f361d7803ad0d908451
Conversation 16,The National,spotify:track:6KIvl5KkeTnd9Z7X6cHzRW,40,117,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",https://i.scdn.co/image/ab67616d000048514fb2bd6896a902c5432a6de5
Orange Crush - Remastered 2013,R.E.M.,spotify:track:7sNhXWrg9eW3qRqeuePaIC,61,121,"dance pop, pop",https://i.scdn.co/image/ab67616d0000485188039803491ebeb8e694b36c
Closing Time,Semisonic,spotify:track:1A5V1sxyCLpKJezp75tUXn,72,92,"alternative rock, neo mellow, pop rock",https://i.scdn.co/image/ab67616d00004851dec0d479b10bccff532074ed
Club Foot,Kasabian,spotify:track:35b08f3X5XiuTV0oJHZB9g,53,95,"alternative rock, britpop, garage rock, indie rock, leicester indie, modern rock, rock",https://i.scdn.co/image/ab67616d00004851ec71b6ad37827ed4ff4c04d1
Slippery People - Live,Talking Heads,spotify:track:2WDvW3o8WeGN4v4cpsYVhT,52,111,"art punk, art rock, dance rock, funk rock, new wave, permanent wave, post-punk, rock, zolo",https://i.scdn.co/image/ab67616d000048514436f2e7c93002ad0eb9716a
The Architect,dEUS,spotify:track:4Me8qiJo2j9CZDMM2UxAJm,32,132,"hard rock, metal",https://i.scdn.co/image/ab67616d00004851f4231d538760231ed38c0009
Demons,Imagine Dragons,spotify:track:5qaEfEh1AtSdrdrByCP7qR,83,90,"modern rock, rock",https://i.scdn.co/image/ab67616d00004851407bd04707c463bbb3410737
Trial & Terror,Tusky,spotify:track:3n1XI82mkTfhwB9zP5dJjc,18,93,"album rock, classic rock, rock, soft rock, yacht rock",https://i.scdn.co/image/ab67616d00004851505f5975c060e3d1b00f66fa
A Design for Life - Remastered,Manic Street Preachers,spotify:track:0uJyE3M3ecGZgzltsQKs3a,53,88,"alternative rock, britpop, modern rock, permanent wave, pop rock, rock, welsh rock",https://i.scdn.co/image/ab67616d000048518f8e24262ca7ef631e62c5f6
Lavender,Marillion,spotify:track:0fFotmAiRwLfpogfYs48PQ,50,138,"album rock, art rock, classic rock, neo-progressive, progressive rock, symphonic rock",https://i.scdn.co/image/ab67616d00004851c5ebf17e9c6ade12d34ca3d9
Outside,Staind,spotify:track:5D6rk7Zr7FRy5m2fDte5fp,57,147,"alternative metal, nu metal, pop rock, post-grunge, rap rock, rock",https://i.scdn.co/image/ab67616d0000485100e9c78a5d11dd6cf8e8f43e
The Distance,CAKE,spotify:track:1szwDbVdIdoQq5mG5GXAmJ,66,184,"dance pop, edm, pop, post-teen pop",https://i.scdn.co/image/ab67616d0000485100df6727e2cfe905baa75c1e
My Number,Foals,spotify:track:04caEZhAsQKnWqKsMwk9ud,66,128,"indie rock, modern rock, oxford indie, rock",https://i.scdn.co/image/ab67616d000048518b04dacf186124a62bc667a7
Civil War,Guns N' Roses,spotify:track:6i4Qi1mJxXjqNIL9HfJhRs,69,140,"glam metal, hard rock, rock",https://i.scdn.co/image/ab67616d0000485192d21aef6c0d288cc4c05973
Ain't No Rest For The Wicked,Cage The Elephant,spotify:track:4HvjwZoiNSgEs1qMG7W01R,49,156,"modern rock, punk blues, rock",https://i.scdn.co/image/ab67616d000048517ba2e433b129aa64155d42a3
Twisted (Everyday Hurts),Skunk Anansie,spotify:track:2EY36oI8CimMOqJaxTiixc,43,138,british alternative rock,https://i.scdn.co/image/ab67616d00004851ce0aba43c6cb48d8517d26df
Caution,The Killers,spotify:track:111HOSfnPX1mCxwwb49BCY,58,178,"alternative rock, dance rock, permanent wave, rock",https://i.scdn.co/image/ab67616d00004851f08d82ff69ae975e6e5f395e
Atmosphere,Joy Division,spotify:track:0NBgmP6Yg5xZYsnIZ0pGdo,49,120,"alternative rock, art rock, madchester, new wave, post-punk, rock, uk post-punk",https://i.scdn.co/image/ab67616d0000485165792edb445d4a107dbe97fd
We Don't Care,Audio Bullys,spotify:track:5rDFRvwao7MFzuhrBTkWMQ,47,124,"alternative dance, big beat, breakbeat, electronica, new rave",https://i.scdn.co/image/ab67616d00004851cd28e09af181ec53ab960998
Interstate Love Song - 2019 Remaster,Stone Temple Pilots,spotify:track:6qLEOZvf5gI7kWE63JE7p3,72,171,"alternative metal, alternative rock, grunge, hard rock, nu metal, pop rock, post-grunge, rock",https://i.scdn.co/image/ab67616d000048516db0b75182c54680392aaa20
Ready to Start,Arcade Fire,spotify:track:01wsKcJ8ptqUmatpJlEGYj,55,190,"baroque pop, canadian indie, indie rock, modern rock, permanent wave, quebec indie, rock",https://i.scdn.co/image/ab67616d00004851532391d63cfd6d32677f7af6
With Or Without You - Remastered,U2,spotify:track:6ADSaE87h8Y3lccZlBJdXH,78,110,"irish rock, permanent wave, rock",https://i.scdn.co/image/ab67616d00004851b7bea3d01f04e6d0408d2afe
Strange Again,The Vices,spotify:track:5R5BwWJepZnwEmRBJIZcm5,31,155,"dutch indie, dutch indie rock, dutch rock",https://i.scdn.co/image/ab67616d00004851ab6be06227d15830d49502e2
How to Disappear Completely,Radiohead,spotify:track:2rtGaCAeYtmcIvuZsvgTf6,66,102,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",https://i.scdn.co/image/ab67616d000048516c7112082b63beefffe40151
Teddy Picker,Arctic Monkeys,spotify:track:5kxVyCgEUND7E2QKG7JmoF,71,150,"garage rock, modern rock, permanent wave, rock, sheffield indie",https://i.scdn.co/image/ab67616d00004851b1f8da74f225fa1225cdface
"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash,spotify:track:2fDHuS1PTkHBbCWWZF1ph9,68,111,"contemporary country, country, country road",https://i.scdn.co/image/ab67616d000048514a04593b7c149dc7b725683e
Handbags And Gladrags,Stereophonics,spotify:track:3U8UHbqKeR0jlkg8Qlwunr,60,135,"britpop, modern rock, neo mellow, pop rock, rock, welsh rock",https://i.scdn.co/image/ab67616d00004851671c709e025a3ed8c956d115
Supersonic - Remastered,Oasis,spotify:track:4jJfa4mO5JjV9Tz2aAxE2M,63,104,"beatlesque, britpop, madchester, permanent wave, pop rock, rock",https://i.scdn.co/image/ab67616d00004851d86a1e021e7acc7c07c7d668
Magnificent (She Says),Elbow,spotify:track:7MNAi4I7teNgzuVMe0HPZg,47,92,"musica campista, musica paraibana, neo-psicodelia brasileira, rock paraibano",https://i.scdn.co/image/ab67616d0000485133089911fdfcb1a8c91e5db3
The Ballad Of Chasey Lain,Bloodhound Gang,spotify:track:0l481RtogQ2BHsSecANMed,60,134,"alternative metal, comic, funk metal, funk rock, nu metal, punk, rap rock",https://i.scdn.co/image/ab67616d00004851d6d86be2779b5b6b4980feb9
Can I Kick It?,A Tribe Called Quest,spotify:track:3Ti0GdlrotgwsAVBBugv0I,69,97,"alternative hip hop, conscious hip hop, east coast hip hop, gangster rap, golden age hip hop, hardcore hip hop, hip hop, jazz rap, queens hip hop, rap",https://i.scdn.co/image/ab67616d000048514ba1fe238a517021ebcc2ace
The Dolphin's Cry,Live,spotify:track:6FPnecQDKOWSAKDKBAZ7ZG,57,150,drift phonk,https://i.scdn.co/image/ab67616d000048516bb78aeaf611aa92171eab60
Am I Alright Now,Ramkot,spotify:track:4Amogs8IbnecqFbDoQmvMo,27,134,"dutch rock, ghent indie",https://i.scdn.co/image/ab67616d00004851695daaf1edb3823cfb3b23fa
A Perfect Day Elise,PJ Harvey,spotify:track:1TvQVmNarYyU0d4wARLlX8,48,159,"alternative rock, art pop, art rock, chamber psych, dream pop, indie rock, melancholia, permanent wave, piano rock, rock, singer-songwriter",https://i.scdn.co/image/ab67616d000048510927e8d8299223187f1d8d04
Saturday Night,Herman Brood & His Wild Romance,spotify:track:0oNwIWGkPR3hKjOU8nO3im,48,92,"dutch indie, dutch pop, dutch rock, nederpop",https://i.scdn.co/image/ab67616d00004851f41ec39d509cf049823e1af6
"""45""",The Gaslight Anthem,spotify:track:5LQN7c99Q8gvmh6xJcTZgj,53,178,"heartland rock, new jersey hardcore, new jersey indie, new jersey punk",https://i.scdn.co/image/ab67616d000048517e1dcfb9ad3f6218e895b71a
Chicago,Sufjan Stevens,spotify:track:1yupbrI7ROhigIHpQBevPh,60,125,"baroque pop, chamber pop, pop, singer-songwriter",https://i.scdn.co/image/ab67616d00004851712c76b4152918fb8d37c53d
Golden Brown,The Stranglers,spotify:track:2AX5E86cn9n2dgioZEjirI,70,94,"art rock, glam rock, new romantic, new wave, new wave pop, post-punk, protopunk, pub rock, punk, rock, synthpop, zolo",https://i.scdn.co/image/ab67616d00004851a713f9b06accedba5d963d61
A.D.I.D.A.S.,Korn,spotify:track:0xgsyoVvRFSYvV5cdtYhX1,64,110,"alternative metal, funk metal, nu metal, rap metal, rock",https://i.scdn.co/image/ab67616d00004851ad4ca82999655cfc56c86828
Just Can't Get Enough - Live in Hammersmith,Depeche Mode,spotify:track:5LAdBsIfjzAsusjc6WSLmH,46,127,"dance rock, new romantic, new wave, permanent wave, synthpop",https://i.scdn.co/image/ab67616d000048518e7beaf39842c9e8e3f0d5bc
Tokyo,White Lies,spotify:track:57PuRFQ41OhhWAFxLh7zXz,47,168,kentucky hip hop,https://i.scdn.co/image/ab67616d00004851a4f5c5b3e291df6c0a44376a
Fuzzy,Grant Lee Buffalo,spotify:track:3Z9bMAaCLvkcvkUealsvXB,53,82,alternative country,https://i.scdn.co/image/ab67616d00004851ee9f3b429928a49bcdebb9db
Otherside,Red Hot Chili Peppers,spotify:track:64BbK9SFKH2jk86U3dGj2P,79,123,"alternative rock, funk metal, funk rock, permanent wave",https://i.scdn.co/image/ab67616d0000485194d08ab63e57b0cae74e8595
Last Stop: This Town,Eels,spotify:track:5tqDIPhoNziW5ew3u4gwdS,48,104,"alternative rock, melancholia, pop rock",https://i.scdn.co/image/ab67616d00004851cc0571423f5ec7f964d0695d
Elephant,Tame Impala,spotify:track:6qZjm61s6u8Ead9sWxCDro,71,123,"australian psych, neo-psychedelic",https://i.scdn.co/image/ab67616d00004851370c12f82872c9cfaee80193
Almost Happy,K's Choice,spotify:track:6cQZILaSFwstLXM4k7KgsS,24,104,"alternative pop, belgian rock, dutch rock, lilith",https://i.scdn.co/image/ab67616d00004851fdda1cf375de03739bfa5075
Jump Around - 30 Years Remaster,House Of Pain,spotify:track:7L93GESzq43UkKUt5FsOCq,73,107,"glam metal, glam punk, hard rock, sleaze rock",https://i.scdn.co/image/ab67616d0000485179606c79fde418c0bc458abb
sTraNgeRs,Bring Me The Horizon,spotify:track:5fpq1wF8xa5tSSlcKHdmGQ,74,183,"melodic metalcore, metalcore, rock, uk metalcore",https://i.scdn.co/image/ab67616d0000485125580fd82993317d2ac089d9
You Know I'm No Good,Amy Winehouse,spotify:track:0DMRKqrpd0QO4RWiEdMib0,72,103,"dance pop, pop",https://i.scdn.co/image/ab67616d0000485176ffb5b5ab045d22c81235c1
